trade_date,ts_code,open,high,low,close,pre_close,change,pct_change,vol,amount
20170320,300626.SZ,9.0,10.8,9.0,10.8,7.5,3.3,44.0,52.56,56.241
20170321,300626.SZ,11.88,11.88,11.88,11.88,10.8,1.08,10.0,15.0,17.82
20170322,300626.SZ,13.07,13.07,13.07,13.07,11.88,1.19,10.02,18.27,23.878
20170323,300626.SZ,14.38,14.38,14.38,14.38,13.07,1.31,10.02,37.0,53.206
20170324,300626.SZ,15.82,15.82,15.82,15.82,14.38,1.44,10.01,41.23,65.225
20170327,300626.SZ,17.4,17.4,17.4,17.4,15.82,1.58,9.99,109.0,189.66
20170328,300626.SZ,19.14,19.14,19.14,19.14,17.4,1.74,10.0,41.0,78.474
20170329,300626.SZ,21.05,21.05,21.05,21.05,19.14,1.91,9.98,68.0,143.14
20170330,300626.SZ,23.16,23.16,23.16,23.16,21.05,2.11,10.02,238.72,552.875
20170331,300626.SZ,25.48,25.48,25.48,25.48,23.16,2.32,10.02,528.16,1345.751
20170405,300626.SZ,28.03,28.03,28.03,28.03,25.48,2.55,10.01,634.45,1778.363
20170406,300626.SZ,30.83,30.83,30.83,30.83,28.03,2.8,9.99,933.83,2878.997
20170407,300626.SZ,33.91,33.91,33.91,33.91,30.83,3.08,9.99,535.38,1815.473
20170410,300626.SZ,37.3,37.3,35.7,37.3,33.91,3.39,10.0,38568.03,143657.744
20170411,300626.SZ,36.2,38.4,35.06,38.05,37.3,0.75,2.01,146666.66,536000.796
20170412,300626.SZ,36.62,37.31,34.31,34.5,38.05,-3.55,-9.33,91688.02,329581.951
20170413,300626.SZ,34.35,36.48,34.35,35.11,34.5,0.61,1.77,72861.92,259055.937
20170414,300626.SZ,34.61,35.97,33.6,34.64,35.11,-0.47,-1.34,59757.92,206675.526
20170417,300626.SZ,32.5,32.5,31.18,31.18,34.64,-3.46,-9.99,61227.66,194560.904
20170418,300626.SZ,31.2,31.94,30.85,31.06,31.18,-0.12,-0.38,32409.57,101902.619
20170419,300626.SZ,30.85,32.48,30.53,32.3,31.06,1.24,3.99,39324.67,124519.908
20170420,300626.SZ,32.0,32.6,30.97,31.57,32.3,-0.73,-2.26,34474.35,109803.004
20170421,300626.SZ,31.79,32.57,31.33,32.02,31.57,0.45,1.43,31814.54,102096.444
20170424,300626.SZ,31.84,32.0,29.81,30.46,32.02,-1.56,-4.87,37112.16,113924.12
20170425,300626.SZ,30.59,31.5,30.45,30.95,30.46,0.49,1.61,22941.22,71083.334
20170426,300626.SZ,30.85,32.37,30.8,31.99,30.95,1.04,3.36,31365.44,99797.163
20170427,300626.SZ,31.6,34.25,31.38,33.85,31.99,1.86,5.81,42898.46,141019.048
20170428,300626.SZ,33.5,34.44,33.21,33.98,33.85,0.13,0.38,29579.71,100187.075
20170502,300626.SZ,33.93,34.4,33.55,34.0,33.98,0.02,0.06,25124.23,85305.634
20170503,300626.SZ,33.7,34.95,32.82,34.5,34.0,0.5,1.47,28854.41,98156.594
20170504,300626.SZ,34.16,34.16,32.7,32.7,34.5,-1.8,-5.22,18791.31,62808.471
20170505,300626.SZ,32.72,32.8,30.7,30.7,32.7,-2.0,-6.12,21851.25,69683.559
20170508,300626.SZ,30.5,31.4,30.22,30.32,30.7,-0.38,-1.24,15298.84,47226.238
20170509,300626.SZ,30.2,31.44,30.0,31.32,30.32,1.0,3.3,12988.61,40190.534
20170510,300626.SZ,31.28,31.67,30.0,30.0,31.32,-1.32,-4.21,17157.15,53096.514
20170511,300626.SZ,29.99,30.5,29.11,30.37,30.0,0.37,1.23,16382.62,48926.028
20170512,300626.SZ,30.35,30.89,29.9,30.76,30.37,0.39,1.28,14039.99,42766.569
20170515,300626.SZ,30.7,31.3,30.28,30.48,30.76,-0.28,-0.91,9712.92,29897.254
20170516,300626.SZ,30.38,31.68,29.92,31.68,30.48,1.2,3.94,14661.4,45271.818
20170517,300626.SZ,31.21,32.4,31.21,31.65,31.68,-0.03,-0.09,14366.66,45932.028
20170518,300626.SZ,31.3,31.99,30.88,31.62,31.65,-0.03,-0.09,11823.03,37339.561
20170519,300626.SZ,31.43,31.94,30.41,30.45,31.62,-1.17,-3.7,10755.0,33439.837
20170522,300626.SZ,30.43,30.55,28.0,28.3,30.45,-2.15,-7.06,16151.31,47130.399
20170523,300626.SZ,28.31,28.87,26.3,26.6,28.3,-1.7,-6.01,15685.69,42991.18
20170524,300626.SZ,26.5,27.41,26.3,27.16,26.6,0.56,2.11,8433.42,22753.61
20170525,300626.SZ,27.17,27.58,26.13,26.9,27.16,-0.26,-0.96,8726.68,23378.584
20170526,300626.SZ,27.13,27.78,26.85,27.41,26.9,0.51,1.9,7274.24,19912.111
20170531,300626.SZ,28.5,29.18,27.26,27.32,27.41,-0.09,-0.33,11085.05,31296.797
20170601,300626.SZ,27.3,27.3,25.31,25.5,27.32,-1.82,-6.66,11084.43,29154.08
20170602,300626.SZ,25.29,26.68,25.01,26.3,25.5,0.8,3.14,7575.51,19586.091
20170605,300626.SZ,26.51,27.11,26.51,26.7,26.3,0.4,1.52,7683.8,20647.377
20170606,300626.SZ,26.46,26.88,26.12,26.88,26.7,0.18,0.67,4112.18,10954.082
20170607,300626.SZ,27.0,28.34,26.92,28.15,26.88,1.27,4.72,11875.06,33197.767
20170608,300626.SZ,28.4,28.4,27.76,27.9,28.15,-0.25,-0.89,10544.29,29570.446
20170609,300626.SZ,28.09,28.3,27.81,28.2,27.9,0.3,1.08,5350.11,15002.984
20170612,300626.SZ,27.81,28.1,27.16,27.3,28.2,-0.9,-3.19,11244.45,31046.653
20170613,300626.SZ,27.29,29.25,27.1,28.8,27.3,1.5,5.49,11724.95,33373.868
20170614,300626.SZ,28.99,29.1,28.46,28.49,28.8,-0.31,-1.08,6599.24,18940.619
20170615,300626.SZ,28.55,29.39,28.51,29.18,28.49,0.69,2.42,9226.3,26807.394
20170616,300626.SZ,29.18,29.29,28.63,28.99,29.18,-0.19,-0.65,7110.99,20532.374
20170619,300626.SZ,28.89,29.05,28.0,28.76,28.99,-0.23,-0.79,3963.83,11376.01
20170620,300626.SZ,28.98,28.98,28.55,28.68,28.76,-0.08,-0.28,3990.85,11477.739
20170621,300626.SZ,28.8,28.8,28.12,28.34,28.68,-0.34,-1.19,4674.55,13274.246
20170622,300626.SZ,28.28,28.61,27.72,27.9,28.34,-0.44,-1.55,6927.88,19500.157
20170623,300626.SZ,28.46,29.29,28.0,28.99,27.9,1.09,3.91,10152.36,29209.379
20170626,300626.SZ,28.99,29.29,28.51,29.05,28.99,0.06,0.21,5051.29,14626.344
20170627,300626.SZ,28.65,29.19,28.65,29.08,29.05,0.03,0.1,4230.77,12267.568
20170628,300626.SZ,29.08,29.08,28.01,28.51,29.08,-0.57,-1.96,5988.27,17050.514
20170629,300626.SZ,28.39,28.96,27.99,28.78,28.51,0.27,0.95,4483.94,12814.766
20170630,300626.SZ,28.51,29.19,28.48,29.09,28.78,0.31,1.08,5172.92,14966.737
20170703,300626.SZ,29.09,29.38,28.7,29.15,29.09,0.06,0.21,3587.15,10440.82
20170704,300626.SZ,29.16,29.19,28.9,29.18,29.15,0.03,0.1,3040.41,8840.423
20170705,300626.SZ,29.21,29.96,29.02,29.77,29.18,0.59,2.02,6080.37,18018.424
20170706,300626.SZ,29.7,30.57,29.53,30.35,29.77,0.58,1.95,8407.15,25373.316
